F10,F11,F2,F3,F4,F5,F6,F7,F8,Current Victorian Liquor Licences for Metro & CBD as of 31/12/2020,F9
MELBOURNE CITY COUNCIL,HAYDEN ATTRACTIONS PTY LTD,On-Premises Licence,HER MAJESTY'S THEATRE,219 EXHIBITION STREET,MELBOURNE,3000,219 EXHIBITION STREET,MELBOURNE,32275481,3000
MELBOURNE CITY COUNCIL,DRIVER LANE BASEMENT PTY LTD,Late night (on-premises) Licence,DRIVER LANE BASEMENT,BASEMENT                                           318-320 LITTLE BOURKE STREET,MELBOURNE,3000,BASEMENT                                           318-320 LITTLE BOURKE STREET,MELBOURNE,32275685,3000
MELBOURNE CITY COUNCIL,SEZAR PTY LTD,Restaurant and cafe Licence,SEZAR,6 MELBOURNE PLACE,MELBOURNE,3000,6 MELBOURNE PLACE,MELBOURNE,32275994,3000
MELBOURNE CITY COUNCIL,THRILLER PTY LTD,Restaurant and cafe Licence,DONOGHE'S CAFE,"SHOP A, GROUND FLOOR                               550 LONSDALE STREET",MELBOURNE,3000,PO BOX 18066                                       COLLINS STREET EAST,MELBOURNE,32276110,8003
MELBOURNE CITY COUNCIL,KIM'S KITCHEN AUSTRALIA PTY LTD,Restaurant and cafe Licence,KIM'S KITCHEN AUSTRALIA,SHOP 3                                             398 LONSDALE STREET,MELBOURNE,3000,SHOP 3                                             398 LONSDALE STREET,MELBOURNE,32276283,3000
MELBOURNE CITY COUNCIL,GAMI HOF PTY LTD,Restaurant and cafe Licence,GAMI HOF,100 LITTLE LONSDALE STREET,MELBOURNE,3000,LEVEL 5                                            111 CECIL ST,SOUTH MELBOURNE,32276330,3205
MELBOURNE CITY COUNCIL,KAMEN ENTERPRISES PTY LTD,Restaurant and cafe Licence,TEN SQUARE CAFE,120 HARDWARE STREET,MELBOURNE,3000,52A LANCASTER STREET,BENTLEIGH EAST,32276398,3165
MELBOURNE CITY COUNCIL,FANG MANAGEMENT PTY LTD,Restaurant and cafe Licence,MR BO RESTAURANT,"SHOP 23, TARGET CENTRE                             238-244 BOURKE STREET",MELBOURNE,3000,PO BOX 18289,COLLINS STREET EAST,32276453,8003
MELBOURNE CITY COUNCIL,YU LUNG PTY LTD,Restaurant and cafe Licence,TAO'S ASIAN BBQ KITCHEN,GROUND FLOOR                                       466-468 LITTLE LONSDALE STREET,MELBOURNE,3000,24 PORTCHESTER BOULEVARD,BEACONSFIELD,32277069,3807
MELBOURNE CITY COUNCIL,430 CL PTY LTD,Restaurant and cafe Licence,CHANCERY LANE,PART GROUND FLOOR                                  430 LITTLE COLLINS STREET,MELBOURNE,3000,243 HIGH STREET,NORTHCOTE,32277255,3070
MELBOURNE CITY COUNCIL,XING LAI PTY LTD,Restaurant and cafe Licence,TA-TA HOUSE,179 RUSSELL STREET,MELBOURNE,3000,179 RUSSELL STREET,MELBOURNE,32277271,3000
MELBOURNE CITY COUNCIL,SEETA INVESTMENTS PTY LTD,Restaurant and cafe Licence,NANDO'S BOURKE PLACE,"SHOP LG16, 600 BOURKE ST                           BOURKE PLACE DEVELOPMENT",MELBOURNE,3000,"35, THE SPLANADE, TAYLORS HILL VIC 3037",TAYLORS HILL VIC,32277378,3037
MELBOURNE CITY COUNCIL,STAFFORD SHANE ROY,Restaurant and cafe Licence,RICE PAPER SCISSORS ASIAN KITCHEN,19 LIVERPOOL STREET,MELBOURNE,3000,PO BOX 241                                         FLINDERS LANE,MELBOURNE,32277564,8009
MELBOURNE CITY COUNCIL,RPG CULTURE PTY LTD,Late night (on-premises) Licence,FM KARAOKE BAR,146-150 BOURKE STREET,MELBOURNE,3000,2/146 BOURKE STREET,MELBOURNE,32277815,3004
PORT PHILLIP CITY COUNCIL,THE FOOD AND DRINK COMPANY PTY LTD,Restaurant and cafe Licence,MOVO KITCHEN,468 ST KILDA ROAD,MELBOURNE,3004,39 THE CRESCENT,PORT MELBOURNE,32278366,3207
MELBOURNE CITY COUNCIL,KANG TEAM PTY LTD,Restaurant and cafe Licence,DINE KOREAN RESTAURANT AND BAR,528-538 LONSDALE STREET,MELBOURNE,3000,230/68 MOUNT ALEXANDER ROAD,TRAVANCORE,32278845,3032
MELBOURNE CITY COUNCIL,ROYAL AUTOMOBILE CLUB OF VICTORIA (RACV) LIMITED,On-Premises Licence,ROYAL AUTOMOBILE CLUB OF VICTORIA,LEVELS 2 & 17                                      483-501 BOURKE STREET,MELBOURNE,3000,7/485 BOURKE STREET,MELBOURNE,32278879,3000
MELBOURNE CITY COUNCIL,NAVEEN NAVEEN KUMAR,On-Premises Licence,K-10 BAR & GRILL RESTAURANT,10 KING STREET,MELBOURNE,3000,86 HAWKING CRESCENT,FRASER RISE,32279176,3336
MELBOURNE CITY COUNCIL,PACKS ON BACKS PTY LTD,On-Premises Licence,NOMADS INDUSTRY,GROUND FLOOR                                       192-198 A'BECKETT STREET,MELBOURNE,3000,GROUND FLOOR                                       192-198 A'BECKETT STREET,MELBOURNE,32279396,3000
MELBOURNE CITY COUNCIL,PURE LIGHTENING PTY LTD,Late night (on-premises) Licence,LA DI DA FOOD & BEVERAGE,"TENANCY G8/G9, BOURKE PLACE                        LITTLE BOURKE",MELBOURNE,3000,"TENANCY G8/G9, BOURKE PLACE                        LITTLE BOURKE",MELBOURNE,32279574,3000
MELBOURNE CITY COUNCIL,INSPIRED BLENDS PTY LTD,Late night (on-premises) Licence,WORKSHOP,"1ST FLOOR, 413-415 ELIZABETH STREET",MELBOURNE,3000,"STUDIO 3, 236-248 BRUNSWICK STREET",FITZROY,32279590,3065
MELBOURNE CITY COUNCIL,HEAVENLY BALINESE GROUP PTY LTD,Restaurant and cafe Licence,NAUGHTY NURI'S WARUNG AND GRILL,"TENANCY 317                                        MELBOURNE CENTRAL, LATROBE STREET",MELBOURNE,3000,9 ELLIS PARK AVENUE,MULGRAVE,32279621,3170
MELBOURNE CITY COUNCIL,MCLI PTY LTD,Late night (on-premises) Licence,MELBOURNE CENTRAL LION,TENANCY 303 MELBOURNE CENTRAL                      LATROBE STREET,MELBOURNE,3000,POBOX 2210                                         LATROBE STREET,St Kilda West,32279639,3182
MELBOURNE CITY COUNCIL,PURE LIGHTENING PTY LTD,Late night (on-premises) Licence,LA DI DA FOOD & BEVERAGE,SHOPS G10/G11 BOURKE PLACE                         CORNER BOURKE & KING STREETS,MELBOURNE,3000,577 LITTLE BOURKE STREET,MELBOURNE,32279697,3000
MELBOURNE CITY COUNCIL,209 INVESTMENT PTY LTD,Restaurant and cafe Licence,SAM SAM CHICKEN,209 SWANSTON STREET,MELBOURNE,3000,209 SWANSTON STREET,MELBOURNE,32279728,3000
MELBOURNE CITY COUNCIL,IASCEND POLYTECHNIC PTY LTD,On-Premises Licence,PUB SCHOOL,2/108 FLINDERS STREET,MELBOURNE,3000,2/333 FLINDERS LANE,MELBOURNE,32279817,3000
MELBOURNE CITY COUNCIL,OH YANG JU,Restaurant and cafe Licence,HAN GUUK GUAN,13A VICTORIA STREET,MELBOURNE,3000,13A VICTORIA STREET,MELBOURNE,32279930,3000
MELBOURNE CITY COUNCIL,CA DE VIN PTY LTD,On-Premises Licence,,TENANCY G29 GPO DEVELOPMENT                        188-218 ELIZABETH STREET,MELBOURNE,3000,GPO SHOP G29                                       350 BOURKE STREET,MELBOURNE,32279948,3000
MELBOURNE CITY COUNCIL,BONDI BEACH PTY LTD,Restaurant and cafe Licence,CODA BAR AND RESTAURANT,"BASEMENT, 141 FLINDERS LANE",MELBOURNE,3000,"BASEMENT, 141 FLINDERS LANE",MELBOURNE,32279956,3000
MELBOURNE CITY COUNCIL,SAMAYA GALAXY PTY LTD,Restaurant and cafe Licence,BLU POINT CAFE AND WINE,336 RUSSELL STREET,MELBOURNE,3000,336 RUSSELL STREET,MELBOURNE,32280240,3000
MELBOURNE CITY COUNCIL,BINARY FLINDERS INVESTMENTS PTY LTD,Restaurant and cafe Licence,BINARY 101,GROUND FLOOR                                       101 COLLINS STREET,MELBOURNE,3000,PO BOX 769                                         LOWER LPO,BRUNSWICK,32280305,3056
MELBOURNE CITY COUNCIL,STRIKE AUSTRALIA PTY LTD,Late night (on-premises) Licence,STRIKE MELBOURNE CENTRAL,"SHOP 305, MELBOURNE CENTRAL                        300 LONSDALE STREET",MELBOURNE,3000,90-94 NICHOLSON STREET,ABBOTSFORD,32280339,3067
MELBOURNE CITY COUNCIL,MARTVIEW F&B PTY LTD,On-Premises Licence,LILONG MELBOURNE,TENANCY 302 MELBOURNE CENTRAL                      211 LATROBE STREET,MELBOURNE,3000,2 MILLSTREAM WAY,MERNDA,32280347,3754
MELBOURNE CITY COUNCIL,ARCHIE BROS AUSTRALIA PTY LTD,Late night (on-premises) Licence,B. LUCKY AND SONS,"SHOP 307, LEVEL 3, MELB CENTRAL                    LATROBE STREET",MELBOURNE,3000,90-94 NICHOLSON STREET,ABBOTSFORD,32280371,3067
MELBOURNE CITY COUNCIL,ALMA FOOD PTY LTD,Restaurant and cafe Licence,MACCARONI TRATTORIA ITALIANA,10-16 MANCHESTER LANE,MELBOURNE,3000,10-16 MANCHESTER LANE,MELBOURNE,32280389,3000
MELBOURNE CITY COUNCIL,CHOPPER SQUAD PTY LTD,On-Premises Licence,BAR AMERICANO,20 PRESGRAVE PLACE,MELBOURNE,3000,405/47 PEEL ST,COLLINGWOOD,32280410,3066
MELBOURNE CITY COUNCIL,44 LG PTY LTD,Restaurant and cafe Licence,LONGRAIN MELBOURNE,44 LITTLE BOURKE STREET,MELBOURNE,3000,243 HIGH STREET,NORTHCOTE,32280478,3070
MELBOURNE CITY COUNCIL,MITUM PTY LTD,On-Premises Licence,DARI KOREAN CAFE AND BAR,27-31 HARDWARE LANE,MELBOURNE,3000,PO BOX 158,BULLEEN,32280486,3158
MELBOURNE CITY COUNCIL,FIVE SEASONS DEVELOPMENT GROUP PTY LTD,Late night (on-premises) Licence,EURO HOUSE,18-20 CORRS LANE,MELBOURNE,3000,47 CHURCH RD,DONCASTER,32280541,3108
MELBOURNE CITY COUNCIL,GRILL'D PTY LTD,Restaurant and cafe Licence,GRILL'D,G.02 83 FLINDERS LANE,MELBOURNE,3000,LEVEL 2                                            4 - 10 AMSTERDAM STREET,RICHMOND,32280567,3121
MELBOURNE CITY COUNCIL,FLAMINGO PINK PTY LTD,Late night (on-premises) Licence,IMIX CLUB,LEVELS 2 & 3                                       401 SWANSTON STREET,MELBOURNE,3000,504/1A LAUNDER STREET,HAWTHORN,32280981,3122
MELBOURNE CITY COUNCIL,COMPASS GROUP B&I HOSPITALITY SERVICES PTY LTD,Restaurant and cafe Licence,COMPASS GROUP B&I HOSPITALITY SERVICES,"UPPER LEVEL CAFE, LEVEL 3 FED SQUARE               CORNER FLINDERS & SWANSTON STREETS",MELBOURNE,3000,35-51 MITCHELL STREET,MCMAHONS POINT,32281076,2060
MELBOURNE CITY COUNCIL,RILEY GROUP PTY LTD,On-Premises Licence,,"TENANCY T4,                                        480 COLLINS STREET",MELBOURNE,3000,3 CROWS LANE,GLEN WAVERLEY,32281131,3150
MELBOURNE CITY COUNCIL,DAMM FINE FOOD PTY LTD,On-Premises Licence,ALTO EVENTS,"TENANCY T02, LEVEL 3, PART OF GPO DEVELOPMENT      188-218 ELIZABETH STREET",MELBOURNE,3000,31-37 RUSSELL STREET,ABBOTSFORD,32281270,3067
MELBOURNE CITY COUNCIL,GRILL'D LEASING PTY LTD,Restaurant and cafe Licence,GRILL'D LEASING,SHOP 9                                             256 FLINDERS STREET,MELBOURNE,3000,LEVEL 2                                            4-10 AMSTERDAM STREET,RICHMOND,32281377,3121
MELBOURNE CITY COUNCIL,GRILLED STEAK AND SEAFOOD PTY LTD,On-Premises Licence,GRILLED STEAK & SEAFOOD,68 HARDWARE LANE,MELBOURNE,3000,68 HARDWARE LANE,MELBOURNE,32281597,3000
MELBOURNE CITY COUNCIL,MAA BHAGWATI PTY LTD,Restaurant and cafe Licence,BLAHNIK,"SHOP 9, 343 LITTLE COLLINS STREET",MELBOURNE,3000,90 HARGRAVE AVE,POINT COOK,32281644,3030
MELBOURNE CITY COUNCIL,POWERSHOT  PTY   LTD,Restaurant and cafe Licence,NAM LOONG SEAFOOD RESTAURANT,171-173 RUSSELL STREET,MELBOURNE,3000,171-173 RUSSELL STREET,MELBOURNE,32281733,3000
MELBOURNE CITY COUNCIL,FIREWOOD RIVERSIDE ACQUISITION PTY LTD,On-Premises Licence,ALTO HOTEL ON BOURKE,636 BOURKE STREET,MELBOURNE,3000,636 BOURKE STREET,MELBOURNE,32281741,3000
MELBOURNE CITY COUNCIL,SECTION 8 BAR PTY LTD,On-Premises Licence,SECTION 8 BAR,27-29 TATTERSALLS LANE,MELBOURNE,3000,GPO BOX 1377,MELBOURNE,32281783,3001
MELBOURNE CITY COUNCIL,A & N CAFE PTY LTD,Restaurant and cafe Licence,THE FAIR TRADER CAFE,11-37 EXHIBITION STREET,MELBOURNE,3000,11 EXHIBITION STREET,MELBOURNE,32281791,3000
MELBOURNE CITY COUNCIL,MELBOURNE VICTORIA CENTRAL PTY LTD,Restaurant and cafe Licence,CHINA BAR,235 RUSSELL STREET,MELBOURNE,3000,235 RUSSELL STREET,MELBOURNE,32281814,3000
MELBOURNE CITY COUNCIL,THE MEATBALL & WINE BAR PTY LTD,Restaurant and cafe Licence,THE MEATBALL & WINE BAR,135 FLINDERS LANE,MELBOURNE,3000,135 FLINDERS LANE,MELBOURNE,32281961,3000
MELBOURNE CITY COUNCIL,KITTY GALLERY CAFE PTY LTD,Restaurant and cafe Licence,ISHIYA,152 LITTLE BOURKE STREET,MELBOURNE,3000,152 LITTLE BOURKE STREET,MELBOURNE,32281987,3000
MELBOURNE CITY COUNCIL,GOLDEN WORLD INTERNATIONAL PTY LTD,Restaurant and cafe Licence,DUMPLING PLUS,269 SWANSTON STREET,MELBOURNE,3000,269 SWANSTON STREET,MELBOURNE,32282098,3000
MELBOURNE CITY COUNCIL,SPACEAGEBACHELOR PTY LTD,On-Premises Licence,MADAME BRUSSELS,LEVEL 3                                            59 BOURKE STREET,MELBOURNE,3000,LEVEL 3                                            59 BOURKE STREET,MELBOURNE,32282111,3000
MELBOURNE CITY COUNCIL,FED VAULTS PTY LTD,On-Premises Licence,RIVERLAND BAR,"VAULTS 1-9, FEDERATION WHARF                       FEDERATION SQUARE",MELBOURNE,3000,"BLUEROCK ACCOUNTING ATTN: STEPHANIE TODIO          LEVEL 16, 414 LA TROBE STREET",MELBOURNE,32282200,3000
MELBOURNE CITY COUNCIL,AISHA & UMMA PTY LTD,Restaurant and cafe Licence,RMB CAFE,37 DEGREAVES STREET,MELBOURNE,3000,37 DEGREAVES STREET,MELBOURNE,32282226,3000
MELBOURNE CITY COUNCIL,PEOPLE AND PLEASURE PTY LTD,Late night (on-premises) Licence,24 MOONS,2/108 FLINDERS STREET,MELBOURNE,3000,62 LITTLE LA TROBE STREET,MELBOURNE,32282242,3000
MELBOURNE CITY COUNCIL,7 SIGMA OPERATIONS PTY LTD,Restaurant and cafe Licence,NANDO'S MELBOURNE CENTRAL,"SHOP 309, LEVEL 3                                  211 LA TOBE STREET",MELBOURNE,3000,26A STATION AVE,MCKINNON,32282315,3204
MELBOURNE CITY COUNCIL,THE PARIS CAT PTY LTD,Restaurant and cafe Licence,THE PARIS CAT,6 GOLDIE PLACE,MELBOURNE,3000,6 GOLDIE PLACE,MELBOURNE,32282420,3000
MELBOURNE CITY COUNCIL,SPIRIT FINGERS PTY LTD,Late night (on-premises) Licence,LILY BLACKS,3/12-18 MEYERS PLACE,MELBOURNE,3000,50A DOMINION RD,Mount Martha,32282438,3934
MELBOURNE CITY COUNCIL,MH MANAGEMENT (VIC) PTY LTD,On-Premises Licence,OAKS MELBOURNE ON COLLINS HOTEL,"LEVEL 1, 480 COLLINS STREET",MELBOURNE,3000,PO BOX 473,COTTON TREE QLD,32282519,4558
MELBOURNE CITY COUNCIL,KAUR JAGJEET,Restaurant and cafe Licence,RED PEPPER INDIAN RESTAURANT & BAR,16 BOURKE STREET,MELBOURNE,3000,16 BOURKE STREET,MELBOURNE,32282543,3000
MELBOURNE CITY COUNCIL,DEGRAVES STREET PIZZA PTY LTD,Restaurant and cafe Licence,DEGRAVES STREET PIZZA,11 DEGRAVES STREET,MELBOURNE,3000,11 DEGRAVES STREET,MELBOURNE,32282585,3000
MELBOURNE CITY COUNCIL,INCUBE ENTERTAINMENT PTY LTD,Late night (on-premises) Licence,BASS LOUNGE,91-103 LITTLE BOURKE STREET,MELBOURNE,3000,91-103 LITTLE BOURKE STREET,MELBOURNE,32282593,3000
MELBOURNE CITY COUNCIL,ORIENTAL TEA HOUSE PTY LTD,Restaurant and cafe Licence,ORIENTAL TEA HOUSE,378 LITTLE COLLINS STREET,MELBOURNE,3000,202 ALBION STREET,BRUNSWICK,32282608,3056
MELBOURNE CITY COUNCIL,MM (MELB) PTY LTD,On-Premises Licence,MM (MELB) PTY LTD,PART OF STATE LIBRARY OF VICTORIA                  328 SWANSTON STREET,MELBOURNE,3000,PART OF STATE LIBRARY OF VICTORIA                  328 SWANSTON STREET,MELBOURNE,32282802,3000
MELBOURNE CITY COUNCIL,HERO UNITED HOLDING PTY LTD,Late night (on-premises) Licence,TRUE COLOUR LOUNGE,1/128 LITTLE BOURKE STREET,MELBOURNE,3000,SHOP 3 LEVEL 1 128-130 LITTLE BOURKE STREET,MELBOURNE,32282828,3000
MELBOURNE CITY COUNCIL,BENNY BURGER PTY LTD,Restaurant and cafe Licence,BENNY BURGER,TENANCY G1                                         430-436 LITTLE COLLINS STREET,MELBOURNE,3000,"C/O VUE GROUP LEVEL 6, RIALTO NORTH TOWER          525 COLLINS STREET",MELBOURNE,32283450,3000
MELBOURNE CITY COUNCIL,LING NAM RESTAURANT PTY LTD,Restaurant and cafe Licence,LING NAM RESTAURANT,204 LITTLE BOURKE STREET,MELBOURNE,3000,204 LITTLE BOURKE STREET,MELBOURNE,32283468,3000
MELBOURNE CITY COUNCIL,PHO BO GA MEKONG VIETNAM (VIC) PTY LTD,Restaurant and cafe Licence,PHO BO GA MEKONG VIETNAM (VIC),241 SWANSTON STREET,MELBOURNE,3000,241 SWANSTON STREET,MELBOURNE,32283638,3000
MELBOURNE CITY COUNCIL,189-191 LONSDALE STREET PTY LTD,Late night (on-premises) Licence,TFU,LEVELS 1 & 2                                       189 LONSDALE STREET,MELBOURNE,3000,PO BOX 5121,LABURNUM,32283654,3130
MELBOURNE CITY COUNCIL,ANHR PTY LTD,Restaurant and cafe Licence,CAFE VICOLINO,"SHOP 17 & 19, CENTRE PLACE                         258-260 FLINDERS LANE",MELBOURNE,3000,"SHOP 17 & 19, CENTRE PLACE                         258-260 FLINDERS LANE",MELBOURNE,32283793,3000
MELBOURNE CITY COUNCIL,THE MILL & CHARLIES BAR PTY LTD,Late night (on-premises) Licence,THE MILL & CHARLIES BAR,67-73 HARDWARE LANE,MELBOURNE,3000,71 HARDWARE LNE,MELBOURNE,32283913,3000
MELBOURNE CITY COUNCIL,VICTORIAN ARTS CENTRE TRUST,Late night (on-premises) Licence,THE BARRE BAR & EATERY,"PART OF LEVEL 6, THE ARTS CENTRE                   100 ST KILDA ROAD",MELBOURNE,3000,PO BOX 7585,MELBOURNE,32283921,8004
MELBOURNE CITY COUNCIL,POON JACK,Late night (on-premises) Licence,KARAOKE BOX HIT STUDIO,"GROUND FLOOR, 1ST FLOOR & 2ND FLOOR                52 LATROBE STREET",MELBOURNE,3000,PO BOX 517,CARLTON,32284032,3053
MELBOURNE CITY COUNCIL,TOP TONGUE PTY LTD,Restaurant and cafe Licence,TOP TONGUE,SHOP A & B                                         389 LONSDALE STREET,MELBOURNE,3000,465 CARDIGAN STREET,CARLTON,32284333,3053
MELBOURNE CITY COUNCIL,THE PRESS CLUB RESTAURANT & BAR PTY LTD,Restaurant and cafe Licence,THE PRESS CLUB RESTAURANT & BAR,LOT 1R                                             44-74 FLINDERS STREET,MELBOURNE,3000,"C/O MADE ESTABLISHMENT, TENANCY 3, LEVEL 2, 6 PALM",CREMORNE,32284430,3121
MELBOURNE CITY COUNCIL,RUNNER RUNNER PROJECTS PTY LTD,Late night (on-premises) Licence,MELBOURNE BLACK RABBIT,BASEMENT                                           85 QUEEN STREET,MELBOURNE,3000,"BASEMENT, 85 QUEEN STREET",MELBOURNE,32284537,3000
MELBOURNE CITY COUNCIL,SPIRIT FINGERS PTY LTD,Late night (on-premises) Licence,NEW GOLD MOUNTAIN,LEVELS 1 & 2                                       21 LIVERPOOL STREET,MELBOURNE,3000,PO BOX 24360,MELBOURNE,32284618,3001
MELBOURNE CITY COUNCIL,RNJZ PTY LTD,Restaurant and cafe Licence,MADAME'S KITCHEN,SHOP 14                                            50 LONSDALE STREET,MELBOURNE,3000,SHOP 14                                            50 LONSDALE STREET,MELBOURNE,32284757,3000
MELBOURNE CITY COUNCIL,GOZ CITY CATERING CO PTY LTD,On-Premises Licence,GOZ CITY,SHOP 6                                             50 LONSDALE STREET,MELBOURNE,3000,502 LITTLE COLLINS STREET,MELBOURNE,32285143,3000
MELBOURNE CITY COUNCIL,NANDO'S AUSTRALIA PTY LTD,Restaurant and cafe Licence,NANDO'S,"SHOP 1, 519 ST KILDA ROAD",MELBOURNE,3004,40 MOLLISON STREET,ABBOTSFORD,32285224,3067
MELBOURNE CITY COUNCIL,AEES PTY LTD,Restaurant and cafe Licence,OLIVINO,SHOP 1                                             50 LONSDALE STREET,MELBOURNE,3000,SHOP 1                                             50 LONSDALE STREET,MELBOURNE,32285347,3000
MELBOURNE CITY COUNCIL,SCIPIO PTY LTD,On-Premises Licence,CURTIN HOUSE ROOFTOP,LEVEL 6 & LEVEL 7 (ROOFTOP LEVEL)                  248-258 SWANSTON STREET,MELBOURNE,3000,PART OF LEVEL 6 & ROOFTOP LEVEL                    248-258 SWANSTON STREET,MELBOURNE,32285436,3000
MELBOURNE CITY COUNCIL,KINO CINEMAS PTY LTD,On-Premises Licence,THE KINO BAR,"SHOP 42, 45 COLLINS STREET",MELBOURNE,3000,"SHOP 42, 45 COLLINS STREET",MELBOURNE,32285509,3000
MELBOURNE CITY COUNCIL,YXYT PTY LTD,Restaurant and cafe Licence,SAKURA KAITEN SUSHI,TENANCY 1                                          57-61 LITTLE COLLINS STREET,MELBOURNE,3000,TENANCY 1                                          57-61 LITTLE COLLINS STREET,MELBOURNE,32285575,3000
MELBOURNE CITY COUNCIL,255 SWANSTON STREET PTY LTD,Restaurant and cafe Licence,YOURTHAI RICE AND NOODLE BAR,255 SWANSTON STREET,MELBOURNE,3000,76 OSBORNE STREET                                  OSBORNE STREET,South yarra,32285614,3141
MELBOURNE CITY COUNCIL,CAFE ROSCO @ CHEVRON PTY LTD,Restaurant and cafe Licence,CAFE ROSCO @ CHEVRON,14/519-539 ST KILDA ROAD,MELBOURNE,3006,14/519-539 ST KILDA ROAD,MELBOURNE,32286238,3006
MELBOURNE CITY COUNCIL,GHIN KHAO SWANSTON PTY LTD,Restaurant and cafe Licence,GHIN KHAO,242 SWANSTON STREET,MELBOURNE,3000,P.O. BOX 302,BALACLAVA,32286385,3183
MELBOURNE CITY COUNCIL,KOKO BLACK COLLINS STREET PTY LTD,On-Premises Licence,KOKO BLACK COLLINS STREET,52 COLLINS STREET,MELBOURNE,3000,110 GAFFNEY STREET,COBURG,32286709,3058
MELBOURNE CITY COUNCIL,FRANCAVILLA MICHELE,Restaurant and cafe Licence,,SHOP 2                                             221 QUEEN STREET,MELBOURNE,3000,SHOP 2                                             221 QUEEN STREET,MELBOURNE,32286717,3000
MELBOURNE CITY COUNCIL,EKL GROUP PTY LTD,Late night (on-premises) Licence,FIREFLIES KARAOKE,1ST FLOOR                                          118 BOURKE STREET,MELBOURNE,3000,UNIT 2                                             67 HARDWARE LANE,MELBOURNE,32286759,3000
MELBOURNE CITY COUNCIL,ZHU HUINA,Restaurant and cafe Licence,SHANGHAI STREET,342 LITTLE BOURKE STREET,MELBOURNE,3000,16 PAYNE STREET,GLEN IRIS,32286814,3146
MELBOURNE CITY COUNCIL,RUYI DUMPLING BAR PTY LTD,Restaurant and cafe Licence,RUYI DUMPLING & WINE BAR,SHOP 1                                             16 LIVERPOOL STREET,MELBOURNE,3000,SHOP 1                                             16 LIVERPOOL STREET,MELBOURNE,32286898,3000
MELBOURNE CITY COUNCIL,TEMPLE HOTELS PTY LTD,Late night (on-premises) Licence,TOFF IN TOWN,"LEVEL 2, 248-252 SWANSTON STREET",MELBOURNE,3000,PO BOX 372,SOUTH MELBOURNE,32286953,3205
MELBOURNE CITY COUNCIL,SNATCH PTY LTD,Late night (on-premises) Licence,TRAMP BAR,BASEMENT LEVEL                                     14-20 KING STREET,MELBOURNE,3000,27 INVERAY AVENUE,JAN JUC,32287048,3228
MELBOURNE CITY COUNCIL,FANCY HANKS CITY PTY LTD,Late night (on-premises) Licence,FANCY HANKS,LEVEL 1                                            79-85 BOURKE STREET,MELBOURNE,3000,LEVEL 1                                            79-85 BOURKE STREET,MELBOURNE,32287064,3000
MELBOURNE CITY COUNCIL,LD PLAYGROUND PTY LTD,Late night (on-premises) Licence,LD PLAYGROUND,22 CORRS LANE,MELBOURNE,3000,2412/60 MARKET STREET,MELBOURNE,32287080,3000
MELBOURNE CITY COUNCIL,VAKALIS JOHN,Restaurant and cafe Licence,JOURNAL CANTEEN,UPPER GROUND FLOOR                                 PART OF 253 FLINDERS LANE,MELBOURNE,3000,253 FLINDERS LANE,MELBOURNE,32287323,3000
MELBOURNE CITY COUNCIL,ZHENG MIN-SEN,Restaurant and cafe Licence,,23-25 TATTERSALLS LANE,MELBOURNE,3000,23-25 TATTERSALLS LANE,MELBOURNE,32287496,3000
MELBOURNE CITY COUNCIL,ROYAL AUTOMOBILE CLUB OF VICTORIA (RACV) LIMITED,Restaurant and cafe Licence,LE PETIT GATEAU,458 LITTLE COLLINS STREET,MELBOURNE,3000,"LVL 7, 485 BOURKE STREET",MELBOURNE,32287519,3000
MELBOURNE CITY COUNCIL,BANHS UP PTY LTD,Restaurant and cafe Licence,LITTLE BROTHER CAFE,GROUND & FIRST FLOOR                               429 LITTLE COLLINS STREET,MELBOURNE,3000,15A CHARNWOOD ROAD,ST KILDA,32287569,3182
